HEA-532,6-8,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.5,11.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,2.0,3.0,12.0,0.0,1.0,1.0,1.5,12.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,4.5,7.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,1.0,1.5,10.0,0.0,1.0,2.0,4.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52187306
HEA-532,6-8,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,4.5,11.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,1.0,1.5,10.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,2.0,3.0,10.0,0.0,1.0,2.0,4.5,7.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47144061999999
HEA-532,6-8,0.0,2.0,3.0,8.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,3.0,11.0,0.0,1.0,1.0,1.5,12.0,0.0,1.0,2.0,4.5,12.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.993455590000094
HEA-532,6-8,0.0,2.0,3.0,8.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,4.5,7.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.5,12.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.905203719999958
HEA-532,6-8,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,2.0,3.0,12.0,0.0,1.0,1.0,1.5,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75765437000011
HEA-532,6-8,1.0,1.0,1.5,8.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,4.5,11.0,0.0,1.0,2.0,4.5,9.0,0.0,1.0,1.0,1.5,12.0,0.0,1.0,1.0,1.5,12.0,0.0,1.0,1.0,1.5,12.0,0.0,1.0,2.0,4.5,10.0,0.0,0.0,2.0,3.0,7.0,0.0,1.0,1.0,1.5,10.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12603605999997
HEA-532,6-8,1.0,1.0,1.5,6.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,4.5,11.0,0.0,1.0,2.0,4.5,12.0,0.0,1.0,1.0,1.5,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.5,12.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.50916575000001
HEA-532,6-8,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,11.0,0.0,1.0,2.0,4.5,9.0,0.0,0.0,2.0,3.0,12.0,0.0,1.0,1.0,1.5,12.0,0.0,1.0,1.0,1.5,10.0,0.0,1.0,2.0,4.5,7.0,0.0,0.0,2.0,3.0,12.0,0.0,1.0,1.0,1.5,10.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39454048999998
HEA-532,6-8,0.0,1.0,0.0,8.0,1.0,1.0,1.0,1.5,6.0,1.0,1.0,1.0,1.5,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,2.0,4.5,12.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,4.5,12.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.41864428000001
HEA-532,6-8,1.0,1.0,1.5,6.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,11.0,0.0,1.0,2.0,4.5,9.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,2.0,4.5,12.0,0.0,1.0,1.0,1.5,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,3.0,7.0,0.0,1.0,2.0,4.5,12.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28414358000002
